index	input_nchars	input_ntokens	input_logprob	output_nchars	output_ntokens	output_logprob	correct
20	164	36	-10.390267467498779	2	1	-3.4428947592183645	1
20	166	36	-10.695472621917725	2	1	-3.4428947592183645	1
20	186	42	-10.997536277770996	2	1	-3.4428947592183645	1
20	177	43	-10.898580741882324	2	1	-3.4428947592183645	1
20	189	38	-10.934413814544678	2	1	-3.4428947592183645	1
20	168	38	-10.672951412200927	2	1	-3.4428947592183645	1
20	170	42	-11.239777278900146	2	1	-3.4428947592183645	1
20	174	42	-11.3058012008667	2	1	-3.4428947592183645	1
20	199	39	-11.062149620056152	2	1	-3.4428947592183645	1
20	173	40	-10.931805419921876	2	1	-3.4428947592183645	1
20	196	42	-11.225528526306153	2	1	-3.4428947592183645	1
20	197	46	-11.423548603057862	2	1	-3.4428947592183645	0
20	176	39	-10.774297142028809	2	1	-3.4428947592183645	1
20	182	44	-11.113727569580078	2	1	-3.4428947592183645	1
20	185	41	-11.047417259216308	2	1	-3.4428947592183645	1
20	164	39	-10.708728694915772	2	1	-3.4428947592183645	1
20	166	37	-10.804512119293213	2	1	-3.4428947592183645	1
20	186	41	-11.17918128967285	2	1	-3.4428947592183645	1
20	180	39	-11.1324893951416	2	1	-3.4428947592183645	1
20	190	42	-11.131074333190918	2	1	-3.4428947592183645	1
20	167	39	-10.77988796234131	2	1	-3.4428947592183645	1
20	177	43	-11.454384994506835	2	1	-3.4428947592183645	1
20	172	40	-11.181581783294678	2	1	-3.4428947592183645	1
20	183	44	-11.222846794128419	2	1	-3.4428947592183645	1
20	167	39	-10.680177593231202	2	1	-3.4428947592183645	1
20	166	34	-10.456026744842529	2	1	-3.4428947592183645	1
20	206	43	-11.31197509765625	2	1	-3.4428947592183645	1
20	159	33	-10.253464603424073	2	1	-3.4428947592183645	1
20	156	36	-10.42377529144287	2	1	-3.4428947592183645	1
20	166	39	-10.668914413452148	2	1	-3.4428947592183645	1
20	179	46	-11.3260103225708	2	1	-3.4428947592183645	1
20	175	40	-10.765917301177979	2	1	-3.4428947592183645	1
20	186	38	-10.9084228515625	2	1	-3.4428947592183645	1
20	194	38	-10.82063331604004	2	1	-3.4428947592183645	1
20	176	39	-10.67521162033081	2	1	-3.4428947592183645	1
20	180	48	-11.525081157684326	2	1	-3.4428947592183645	1
20	173	43	-11.197673320770264	2	1	-3.4428947592183645	1
20	161	38	-10.78856840133667	2	1	-3.4428947592183645	1
20	171	40	-10.97303524017334	2	1	-3.4428947592183645	1
20	191	41	-11.023391342163086	2	1	-3.4428947592183645	1
20	172	36	-10.380649280548095	2	1	-3.4428947592183645	1
20	170	41	-10.97505588531494	2	1	-3.4428947592183645	1
20	184	41	-11.100912761688232	2	1	-3.4428947592183645	1
20	181	39	-10.756076908111572	2	1	-3.4428947592183645	1
20	179	39	-10.84487600326538	2	1	-3.4428947592183645	1
20	174	40	-10.903598403930664	2	1	-3.4428947592183645	1
20	182	47	-11.610647583007813	2	1	-3.4428947592183645	1
20	178	41	-11.053935527801514	2	1	-3.4428947592183645	1
20	188	46	-11.573696994781494	2	1	-3.4428947592183645	1
