index	task	input_nchars	input_ntokens	input_logprob	output_nchars	output_ntokens	output_logprob	correct
70	rot13encstep_highprob	124	25	-82.95056915283203	124	60	-372.92034912109375	0
71	rot13encstep_highprob	116	21	-69.01795959472656	116	54	-356.9950256347656	0
72	rot13encstep_highprob	143	25	-84.56454467773438	143	68	-458.10406494140625	0
73	rot13encstep_highprob	148	30	-75.52738952636719	148	68	-439.0279541015625	0
74	rot13encstep_highprob	66	14	-40.40210723876953	66	31	-216.0987548828125	0
75	rot13encstep_highprob	221	44	-120.73648071289062	221	98	-633.5830078125	0
76	rot13encstep_highprob	89	19	-59.935665130615234	89	41	-288.0181884765625	0
77	rot13encstep_highprob	202	32	-142.54417419433594	202	94	-625.71630859375	0
78	rot13encstep_highprob	242	39	-125.74551391601562	242	119	-709.5492553710938	0
79	rot13encstep_highprob	62	15	-54.29219055175781	62	28	-204.04249572753906	0
80	rot13encstep_highprob	179	35	-92.12397766113281	179	83	-540.3948364257812	0
81	rot13encstep_highprob	108	20	-72.94061279296875	108	48	-337.6972961425781	0
82	rot13encstep_highprob	83	21	-49.739315032958984	83	35	-228.2696075439453	1
83	rot13encstep_highprob	101	22	-71.09520721435547	101	46	-295.5118713378906	0
84	rot13encstep_highprob	76	14	-64.50175476074219	76	37	-245.9782257080078	0
85	rot13encstep_highprob	100	19	-66.79141998291016	100	48	-322.94281005859375	0
86	rot13encstep_highprob	183	39	-116.96416473388672	183	82	-524.6258544921875	0
87	rot13encstep_highprob	161	31	-102.93753051757812	161	74	-488.7706604003906	0
88	rot13encstep_highprob	67	14	-45.37907028198242	67	32	-220.20387268066406	0
89	rot13encstep_highprob	44	10	-40.601165771484375	44	21	-148.37513732910156	0
90	rot13encstep_highprob	58	12	-40.646175384521484	58	27	-184.07179260253906	1
91	rot13encstep_highprob	249	46	-115.60701751708984	249	117	-713.3909301757812	0
92	rot13encstep_highprob	138	26	-84.92437744140625	138	67	-449.71063232421875	0
93	rot13encstep_highprob	154	27	-107.77410125732422	154	73	-483.3673095703125	0
94	rot13encstep_highprob	128	26	-48.161888122558594	128	55	-387.6605224609375	0
95	rot13encstep_highprob	74	15	-59.45042419433594	74	35	-244.91458129882812	0
96	rot13encstep_highprob	80	14	-49.878570556640625	80	39	-257.78533935546875	0
97	rot13encstep_highprob	95	22	-84.97925567626953	95	49	-319.0193786621094	0
98	rot13encstep_highprob	118	18	-69.74259948730469	118	59	-363.02325439453125	0
99	rot13encstep_highprob	134	29	-87.0923080444336	134	66	-422.210205078125	0
