index	task	input_nchars	input_ntokens	input_logprob	output_nchars	output_ntokens	output_logprob	correct
62	descending	58	60	-109.84709930419922	58	60	-89.91853332519531	0
63	descending	81	83	-147.24559020996094	81	83	-127.45542907714844	1
64	descending	93	95	-163.0205078125	93	95	-137.07102966308594	1
65	descending	67	69	-132.2039031982422	67	69	-112.22317504882812	0
66	descending	108	110	-191.50840759277344	108	110	-160.7904052734375	0
67	descending	118	120	-211.97605895996094	118	120	-174.4752197265625	0
68	descending	76	78	-139.28317260742188	76	78	-125.08133697509766	0
69	descending	104	106	-185.80026245117188	104	106	-169.7924346923828	0
70	descending	103	105	-181.99517822265625	103	105	-155.38133239746094	0
71	descending	98	100	-183.931396484375	98	100	-155.8610076904297	0
72	descending	75	77	-137.1107177734375	75	77	-117.51045989990234	0
73	descending	64	66	-123.20808410644531	64	66	-103.15465545654297	0
74	descending	57	59	-111.69860076904297	57	59	-99.69392395019531	0
75	descending	63	65	-122.776611328125	63	65	-104.6982650756836	1
76	descending	57	59	-109.2295913696289	57	59	-109.54308319091797	0
77	descending	102	104	-194.414794921875	102	104	-153.7692413330078	0
78	descending	67	69	-128.3658905029297	67	69	-114.65858459472656	0
79	descending	75	77	-143.01406860351562	75	77	-125.02809143066406	0
80	descending	88	90	-154.47303771972656	88	90	-132.9750213623047	0
81	descending	69	71	-129.30191040039062	69	71	-115.01324462890625	0
82	descending	81	83	-148.8378143310547	81	83	-128.10641479492188	0
83	descending	98	100	-181.68386840820312	98	100	-174.64637756347656	0
84	descending	99	101	-176.2460174560547	99	101	-152.3684539794922	0
85	descending	87	89	-155.2436981201172	87	89	-129.1419677734375	0
86	descending	86	88	-161.33868408203125	86	88	-135.00099182128906	0
87	descending	94	96	-170.93087768554688	94	96	-136.316162109375	0
88	descending	93	95	-171.47361755371094	93	95	-148.22686767578125	0
89	descending	90	92	-169.66342163085938	90	92	-146.0014190673828	0
90	descending	109	111	-201.4984893798828	109	111	-172.44586181640625	0
91	descending	103	105	-183.77174377441406	103	105	-153.6501922607422	0
92	descending	116	118	-204.52407836914062	116	118	-166.175537109375	0
93	descending	70	72	-127.91339874267578	70	72	-112.03561401367188	1
94	descending	111	113	-197.13926696777344	111	113	-166.05972290039062	0
95	descending	87	89	-153.97438049316406	87	89	-132.75543212890625	0
96	descending	99	101	-170.48008728027344	99	101	-144.8271484375	0
97	descending	103	105	-187.7477569580078	103	105	-155.38363647460938	0
98	descending	75	77	-129.47145080566406	75	77	-117.01839447021484	0
99	descending	63	65	-119.84336853027344	63	65	-108.08111572265625	0
