index	task	input_nchars	input_ntokens	input_logprob	output_nchars	output_ntokens	output_logprob	correct
70	rot13dec_highprob	124	60	-367.7408752441406	124	25	-79.6325454711914	0
71	rot13dec_highprob	116	54	-351.0451354980469	116	21	-65.73139190673828	1
72	rot13dec_highprob	143	68	-452.1546630859375	143	25	-81.18196105957031	1
73	rot13dec_highprob	148	68	-433.47064208984375	148	30	-73.00980377197266	1
74	rot13dec_highprob	66	31	-209.92449951171875	66	14	-37.51624298095703	0
75	rot13dec_highprob	221	98	-627.6616821289062	221	44	-117.86180114746094	1
76	rot13dec_highprob	89	41	-281.6177673339844	89	19	-56.938880920410156	0
77	rot13dec_highprob	202	94	-620.1790161132812	202	32	-138.35169982910156	0
78	rot13dec_highprob	242	119	-704.1738891601562	242	39	-122.52127075195312	0
79	rot13dec_highprob	62	28	-198.04124450683594	62	15	-50.67271041870117	0
80	rot13dec_highprob	179	83	-534.82373046875	179	35	-89.49186706542969	0
81	rot13dec_highprob	108	48	-332.3370056152344	108	20	-69.29358673095703	0
82	rot13dec_highprob	83	35	-223.19696044921875	83	21	-47.37077713012695	1
83	rot13dec_highprob	101	46	-289.717529296875	101	22	-67.709716796875	0
84	rot13dec_highprob	76	37	-239.978759765625	76	14	-59.89448928833008	1
85	rot13dec_highprob	100	48	-316.48394775390625	100	19	-63.276084899902344	0
86	rot13dec_highprob	183	82	-519.1609497070312	183	39	-113.96508026123047	0
87	rot13dec_highprob	161	74	-483.0204162597656	161	31	-99.6169662475586	0
88	rot13dec_highprob	67	32	-213.91233825683594	67	14	-42.1377067565918	0
89	rot13dec_highprob	44	21	-142.19284057617188	44	10	-36.54104995727539	0
90	rot13dec_highprob	58	27	-178.13400268554688	58	12	-36.95106887817383	0
91	rot13dec_highprob	249	117	-707.9033203125	249	46	-113.09381866455078	0
92	rot13dec_highprob	138	67	-443.46466064453125	138	26	-81.65805053710938	1
93	rot13dec_highprob	154	73	-477.74676513671875	154	27	-103.782470703125	0
94	rot13dec_highprob	128	55	-381.60333251953125	128	26	-46.309505462646484	1
95	rot13dec_highprob	74	35	-238.79171752929688	74	15	-55.2039680480957	0
96	rot13dec_highprob	80	39	-251.6475830078125	80	14	-46.31581497192383	0
97	rot13dec_highprob	95	49	-312.8843688964844	95	22	-81.11656188964844	0
98	rot13dec_highprob	118	59	-357.5229187011719	118	18	-65.86801147460938	0
99	rot13dec_highprob	134	66	-416.58074951171875	134	29	-84.08912658691406	0
